State,District,Year,Arhar/Tur,Unnamed: 4,Unnamed: 5,Bajra,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Cotton(lint),Unnamed: 13,Unnamed: 14,Gram,Unnamed: 16,Unnamed: 17,Groundnut,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Jowar,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Linseed,Unnamed: 34,Unnamed: 35,Maize,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Moong(Green Gram),Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Niger seed,Unnamed: 52,Unnamed: 53,Other Rabi pulses,Unnamed: 55,Unnamed: 56,Other Cereals,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Other Kharif pulses,Unnamed: 67,Unnamed: 68,other oilseeds,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Other Summer Pulses,Unnamed: 79,Unnamed: 80,Ragi,Unnamed: 82,Unnamed: 83,Rapeseed &Mustard,Unnamed: 85,Unnamed: 86,Rice,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Sesamum,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Soyabean,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Sugarcane,Unnamed: 109,Unnamed: 110,Sunflower,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Urad,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Wheat,Unnamed: 127,Unnamed: 128,Safflower,Unnamed: 130,Unnamed: 131,Tobacco,Unnamed: 133,Unnamed: 134
1. Maharashtra,6. Bhandara,2019 - 2020,10414,5207,0.5,36425,41572,1.14,13131,11949.21,0.91,107,287,2.68,17551,12267,0.7,2441,2948.24,1.21,3736,5710,1.53,2278,1825.82,0.8,145523,168659.7,1.16,100,32.38,0.32,39,12,0.31,6469,8223,1.27,3942,11011.19,2.79,1544,2367.47,1.53,116,23,0.2,200,36.84,0.18,110,27.78,0.25,21005,15024,0.72,1597,591.64,0.37,2897,1448.5,0.5,6613,11242.1,1.7,12,6,0.5,30,7.43,0.25,402,402,1,40,17.44,0.44,257,68,0.26,38,40,1.05,402,402,1,177510,288254,1.62,13054,35015,2.68,433,130,0.3,5,1.72,0,98,20,0.2,269,280,1.04,1541,1541,1,3450,237498,68.84,1,9,0,110,44.97,0.41,66,56,0.85,39,11,0.28,75,40.42,0.54,9971,12096,1.21,675,479.52,0.71,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,6. Bhandara,2020 - 2021,10886.4,16266.46,1.49,36425,41572,1.14,13131,11949.21,0.91,500,1400,2.8,19220.17,7984.86,0.42,2441,2948.24,1.21,3736,5710,1.53,2278,1825.82,0.8,145523,168659.7,1.16,100,32.38,0.32,1318.49,363.31,0.28,6469,8223,1.27,3942,11011.19,2.79,1544,2367.47,1.53,225.27,76.48,0.34,200,36.84,0.18,110,27.78,0.25,21648.85,14288.24,0.66,1597,591.64,0.37,2897,1448.5,0.5,6613,11242.1,1.7,12,6,0.5,30,7.43,0.25,396.4,123.96,0.31,11,8.71,0.79,77.55,24.44,0.32,38,40,1.05,402,402,1,177821.85,359897.03,2.02,13053.96,37927.55,2.91,456.88,90.65,0.2,5,1.72,0,22.7,4.35,0.19,275.46,174.49,0.63,1541,1541,1,4850,271041.54,55.88,1,9,0,110,44.97,0.41,66,56,0.85,63.52,18.55,0.29,75,40.42,0.54,10436.8,13848.95,1.33,675,479.52,0.71,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,6. Bhandara,2021 - 2022,10963.93,6541.08,0.6,36425,41572,1.14,13131,11949.21,0.91,400,1200,3,22055.01,18859.9,0.86,2441,2948.24,1.21,7,13.19,1.88,2278,1825.82,0.8,145523,168659.7,1.16,100,32.38,0.32,1022.67,419.4,0.41,6469,8223,1.27,152.8,332.57,2.18,455,441.12,0.97,211.85,104.72,0.49,464.5,85.56,0.18,110,27.78,0.25,25189.4,9118.56,0.36,1597,591.64,0.37,304.8,62.51,0.21,108,66.34,0.61,12,6,0.5,0.2,0.4,2,788.3,551.81,0.7,8.5,7.53,0.89,48.7,14.63,0.3,38,40,1.05,402,402,1,176994.98,359581.76,2.03,16515.87,45645.57,2.76,419.24,57.31,0.14,113.12,55.15,0.49,28.5,5.46,0.19,262.08,235.35,0.9,5.9,3.54,0.6,2338,158470.32,67.78,1,9,0,110,44.97,0.41,66,56,0.85,44.26,17.54,0.4,26,14.01,0.54,9996.96,12690.04,1.27,134.2,110.29,0.82,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,6. Bhandara,2022 - 2023,11041,4710,0.43,36425,41572,1.14,13131,11949.21,0.91,439.06,1176.51,2.68,19984.2,15789.92,0.79,2441,2948.24,1.21,11,17,1.55,2278,1825.82,0.8,145523,168659.7,1.16,100,32.38,0.32,901.52,337.98,0.37,6469,8223,1.27,557.2,1101.55,1.98,500.5,485.24,0.97,181.63,68.75,0.38,153.8,28.33,0.18,110,27.78,0.25,25362.15,9130.37,0.36,1597,591.64,0.37,304.8,62.51,0.21,108,66.34,0.61,12,6,0.5,0.2,0.4,2,3737.4,1121.22,0.3,32,6.4,0.2,32,8.53,0.27,38,40,1.05,402,402,1,177018.89,378850.48,2.14,62760.31,161538.76,2.57,177.5,39.51,0.22,113.12,55.15,0.49,10,2,0.2,346,344,0.99,18.4,11.04,0.6,3918,121458,31,1,9,0,110,44.97,0.41,66,56,0.85,33.36,15.38,0.46,26,14.01,0.54,10685.2,14478.45,1.36,133,116.5,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,7. Buldhana,2019 - 2020,93099,111274,1.2,2408,546,0.23,13131,11949.21,0.91,196553,157132,0.8,160241,212906,1.33,1436,1226,0.85,5334,10459,1.96,10449,1645,0.16,12839,11854,0.92,100,32.38,0.32,901.52,337.98,0.37,48811,26675,0.55,12166,16397,1.35,6475,10282,1.59,17161,13133,0.77,153.8,28.33,0.18,110,27.78,0.25,10,3,0.3,1547,696,0.45,789,350,0.44,108,66.34,0.61,3098,929,0.3,545,273,0.5,231,100,0.43,32,6.4,0.2,1831,370,0.2,10,10,1,231,100,0.43,177018.89,378850.48,2.14,62760.31,161538.76,2.57,1953,176,0.09,113.12,55.15,0.49,10,2,0.2,396413,535844,1.35,18.4,11.04,0.6,397,27731,69.85,30,14,0.47,15,7,0.47,3458,1902,0.55,16580,11031,0.67,26,14.01,0.54,45555,84916,1.86,83,87,1.05,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,7. Buldhana,2020 - 2021,94953.55,142648.3,1.5,2076.41,980.27,0.47,13131,11949.21,0.91,203500,475100,2.33,191664.24,239103.61,1.25,1583.89,1440.07,0.91,5334,10404.5,1.95,9818.12,10592.29,1.08,15306.75,19007.23,1.24,100,32.38,0.32,901.52,337.98,0.37,47593.4,162550.51,3.42,11437.1,14753,1.29,6475,11737.88,1.81,18072.63,8924.62,0.49,153.8,28.33,0.18,110,27.78,0.25,8,6.32,0.79,32,14.4,0.45,57.4,25.44,0.44,1260.1,237.6,0.19,721.3,363.54,0.5,301,150.5,0.5,704.3,303.79,0.43,945.9,173.41,0.18,2691.1,795.49,0.3,10,10,1,231,100,0.43,177018.89,378850.48,2.14,62760.31,161538.76,2.57,2025.97,401.95,0.2,59,23.47,0.4,470.4,86.24,0.18,415693.31,695094.79,1.67,18.4,11.04,0.6,397,27731,69.85,73,29.89,0.41,32,19.16,0.6,1739,1041.31,0.6,17220.46,10851.03,0.63,26,14.01,0.54,55560.18,112018.24,2.02,49.23,34.06,0.69,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,7. Buldhana,2021 - 2022,100510.05,371696.23,3.7,1456.02,527.1,0.36,115,104.65,0.91,203800,547300,2.69,216416.47,355909.87,1.64,1640.27,1679.31,1.02,5313.29,7521.56,1.42,9793.66,10906.22,1.11,17022.05,17808.98,1.05,293.8,244.27,0.83,901.52,337.98,0.37,42790.39,126295.84,2.95,13596.34,29592.43,2.18,8148.53,14771.66,1.81,17776.72,12511.25,0.7,1880.8,346.43,0.18,110,27.78,0.25,145.2,58.71,0.4,1,0.47,0.47,19,12.65,0.67,1260.1,237.6,0.19,612,202.57,0.33,180,75,0.42,285.1,118.11,0.41,83,16.6,0.2,2691.1,795.49,0.3,10,10,1,231,100,0.43,177018.89,378850.48,2.14,62760.31,161538.76,2.57,2025.83,415.7,0.21,55.61,39.73,0.71,252.7,46.33,0.18,438282.82,747798.15,1.71,5565.8,2782.9,0.5,397,27731,69.85,1.33,0.51,0.38,62,46.35,0.75,1706.38,852.56,0.5,18772.87,14381.9,0.77,17.6,9.49,0.54,61964.68,168480.11,2.72,82.24,69.89,0.85,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,7. Buldhana,2022 - 2023,78974,68944,0.87,16,6,0.38,155,141.05,0.91,212220.31,542517.73,2.56,208150.63,206710.23,0.99,603.66,952.58,1.58,4251,6613,1.56,3821.21,2661.86,0.7,10166.2,14126.65,1.39,1481.4,1231.67,0.83,901.52,337.98,0.37,40254,120287,2.99,16140.27,31908.39,1.98,5296.54,9534.62,1.8,14023.02,9523.03,0.68,631.4,116.3,0.18,110,27.78,0.25,11,6.29,0.57,20,9.2,0.46,3,2.15,0.72,1260.1,237.6,0.19,51,18.4,0.36,44,22,0.5,620.5,255.98,0.41,10,1.77,0.18,2691.1,795.49,0.3,10,10,1,231,100,0.43,177018.89,378850.48,2.14,62760.31,161538.76,2.57,595.14,132.48,0.22,52.39,17.55,0.34,95,18,0.19,444649,791652,1.78,1305.8,783.48,0.6,1092,63237.72,57.91,1.33,0.51,0.38,67.69,31.41,0.46,348,298,0.86,17878.51,11780.15,0.66,4.5,2.43,0.54,70773.35,133188.37,1.88,538,466.93,0.87,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,8. Chandrapur,2019 - 2020,46520,62586,1.35,16,6,0.38,155,141.05,0.91,154660,371371,2.4,41619,34463,0.83,603.66,952.58,1.58,98,74,0.76,2029,1559,0.77,1505,721,0.48,1481.4,1231.67,0.83,1252,502,0.4,17,29,1.71,16140.27,31908.39,1.98,22,22,1,885,310,0.35,631.4,116.3,0.18,110,27.78,0.25,31509,18118,0.58,19,13,0.68,48,22,0.46,1260.1,237.6,0.19,506,278,0.55,44,22,0.5,89,31,0.35,10,1.77,0.18,84,19,0.23,10,10,1,89,31,0.35,138598,193610,1.4,5208,12968,2.49,392,176,0.45,16,7,0.44,95,18,0.19,75499,66209,0.88,1305.8,783.48,0.6,1092,63237.72,57.91,1.33,0.51,0.38,67.69,31.41,0.46,348,298,0.86,64,22,0.34,4.5,2.43,0.54,17422,12553,0.72,538,466.93,0.87,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,8. Chandrapur,2020 - 2021,47931.74,77837.08,1.62,16,6,0.38,155,141.05,0.91,154900,378400,2.44,44587.08,41172.93,0.92,603.66,952.58,1.58,98,49.88,0.51,596.53,324.63,0.54,1547.49,847.34,0.55,1481.4,1231.67,0.83,445.85,111.04,0.25,17,29,1.71,50,64.5,1.29,22,14.96,0.68,65.33,22.18,0.34,631.4,116.3,0.18,110,27.78,0.25,35264,18513.6,0.53,46.5,17.07,0.37,218,68.25,0.31,1260.1,237.6,0.19,1044.3,1494.39,1.43,44,22,0.5,450,94.5,0.21,201,110.55,0.55,1942,699.9,0.36,10,10,1,89,31,0.35,142764.59,194685.78,1.36,5208,10526.86,2.02,145.37,28.84,0.2,15,5.25,0.35,21,4.2,0.2,81447.19,69731.09,0.86,1305.8,783.48,0.6,1092,63237.72,57.91,1.33,0.51,0.38,67.69,31.41,0.46,348,298,0.86,81,23.65,0.29,4.5,2.43,0.54,18162.18,20166.74,1.11,384,265.69,0.69,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,8. Chandrapur,2021 - 2022,49800.35,45029.47,0.9,16,6,0.38,155,141.05,0.91,153700,351200,2.28,34522.46,32470.1,0.94,603.66,952.58,1.58,98,193.36,1.97,531.21,324.09,0.61,2646.88,2410.09,0.91,86.6,72,0.83,1075.46,532.57,0.5,17,29,1.71,681.5,1483.29,2.18,22,14.96,0.68,25.94,12.82,0.49,1280.9,235.93,0.18,110,27.78,0.25,31453.8,16513.25,0.53,866.4,360.42,0.42,1028.8,321.25,0.31,23.2,14.25,0.61,1404,509.65,0.36,44,22,0.5,1283.6,269.56,0.21,10.4,9.21,0.89,2.6,0.94,0.36,10,10,1,89,31,0.35,143676.03,249044.55,1.73,5728.8,11520.79,2.01,144.34,19.73,0.14,42,20.48,0.49,21.3,4.26,0.2,82220.33,120691.23,1.47,571.3,342.78,0.6,1092,63237.72,57.91,1.33,0.51,0.38,67.69,31.41,0.46,348,298,0.86,18.2,7.21,0.4,5,2.7,0.54,18463.38,23990.02,1.3,2286.2,1878.8,0.82,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,8. Chandrapur,2022 - 2023,51520,91289,1.77,16,6,0.38,7.2,6.55,0.91,152447.55,442486.06,2.9,62915.17,81380.14,1.29,603.66,952.58,1.58,294,557,1.89,527.32,313.28,0.59,5508.81,3469.5,0.63,54.5,46.33,0.85,1039.97,738.07,0.71,17,29,1.71,1291.87,2553.95,1.98,36.47,24.8,0.68,16.5,6.25,0.38,253.8,46.75,0.18,110,27.78,0.25,26754.7,12976.03,0.49,728,291.2,0.4,579,231.76,0.4,128.2,24.17,0.19,1424.44,920.47,0.65,11.5,4.49,0.39,2954,738.5,0.25,1,0.55,0.55,8.1,3.23,0.4,10,10,1,89,31,0.35,149246.85,248433.75,1.66,10311.84,22335.76,2.17,146.88,32.7,0.22,42,14.07,0.34,16,3,0.19,87901,109454,1.25,257.3,154.38,0.6,18,1080,60,1.33,0.51,0.38,67.69,31.41,0.46,348,298,0.86,3.2,1.48,0.46,5,2.7,0.54,19718.22,29963.81,1.52,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,9. Dhule,2019 - 2020,15594,8019,0.51,55366,29009,0.52,7.2,6.55,0.91,239542,192984,0.81,61271,81577,1.33,20321,11813,0.58,2111,3583,1.7,10486,7533,0.72,12587,24172,1.92,54.5,46.33,0.85,1039.97,738.07,0.71,57965,62400,1.08,8007,41117,5.14,3585,4908,1.37,30419,13771,0.45,253.8,46.75,0.18,255,37,0.15,1625,813,0.5,1005,553,0.55,468,562,1.2,2480,2435,0.98,843,295,0.35,163,73,0.45,999,150,0.15,679,512,0.75,8.1,3.23,0.4,1547,998,0.65,999,150,0.15,6838,9742,1.42,10311.84,22335.76,2.17,335,39,0.12,42,14.07,0.34,16,3,0.19,19328,14861,0.77,257.3,154.38,0.6,18,1080,60,15,5,0.33,67.69,31.41,0.46,348,298,0.86,14382,5552,0.39,5,2.7,0.54,54078,133700,2.47,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,9. Dhule,2020 - 2021,15939.95,10242.6,0.64,56385.85,70284.99,1.25,7.2,6.55,0.91,239100,501400,2.1,66194.01,63555.27,0.96,20636.91,13552.46,0.66,2522.95,2559.3,1.01,10503.81,14706.42,1.4,14074.62,23057.86,1.64,54.5,46.33,0.85,1039.97,738.07,0.71,58579.1,130736.83,2.23,7815.96,16225.16,2.08,4141.54,7641.15,1.85,31546.03,11583.88,0.37,253.8,46.75,0.18,255,37,0.15,1342,671,0.5,814,447.7,0.55,117,140.4,1.2,2434,2369.09,0.97,1153,403.55,0.35,348,156.6,0.45,15,2.25,0.15,679,512,0.75,8.1,3.23,0.4,1611.89,1567.88,0.97,999,150,0.15,6830,8480.13,1.24,10311.84,22335.76,2.17,307.19,91.85,0.3,42,14.07,0.34,162,33.37,0.21,20077.22,25932.41,1.29,257.3,154.38,0.6,18,1080,60,15,5,0.33,67.69,31.41,0.46,348,298,0.86,14945.86,5189.61,0.35,5,2.7,0.54,58318.3,96324.99,1.65,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,9. Dhule,2021 - 2022,17541.57,9916.25,0.57,54622.98,38945.17,0.71,830,755.3,0.91,250600,295900,1.18,66688.94,75890.01,1.14,20311.41,11660.78,0.57,3486.17,2940.42,0.84,7406.71,5513.55,0.74,15382.63,23660.02,1.54,54.5,46.33,0.85,1039.97,738.07,0.71,56927.32,94243.17,1.66,8489.85,38348.65,4.52,4400.02,8118.04,1.85,31261.3,3116.75,0.1,105,19.34,0.18,255,37,0.15,1328,588.97,0.44,854,128.1,0.15,87,34.34,0.39,389,378.63,0.97,473,47.3,0.1,172,26,0.15,715,213.11,0.3,27,17.15,0.64,10,4.11,0.41,1343.22,828.76,0.62,999,150,0.15,6983.93,8236.14,1.18,24,64.44,2.69,282.9,44.84,0.16,79.93,57.11,0.71,95,14.25,0.15,21418.46,26982.97,1.26,545,817.5,1.5,4000,373437.61,93.36,15,5,0.33,92,121.32,1.32,12,11.08,0.92,12113.24,1269.47,0.1,5,2.7,0.54,61801.54,100169.79,1.62,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,9. Dhule,2022 - 2023,3097,1992,0.64,50093,55786,1.11,1876,1782.2,0.95,258513.52,545985.2,2.11,34017.88,24959.94,0.73,9662.07,9495.88,0.98,2789,2881,1.03,7495.29,8389.48,1.12,10247.35,15660,1.53,54.5,46.33,0.85,1039.97,738.07,0.71,54624,159759,2.92,9364.57,24522.06,2.62,1540.01,3388.02,2.2,9515.59,3919.47,0.41,53,9.61,0.18,255,37,0.15,1427,702.08,0.49,668,434.2,0.65,366,347.7,0.95,200,205.02,1.03,355,89,0.25,123,24.6,0.2,29,8.58,0.3,27,17.15,0.64,10,4.11,0.41,1379,1472,1.07,999,150,0.15,7275.66,12358.44,1.7,24,64.44,2.69,309.37,80.56,0.26,79.93,57.11,0.71,20,4,0.2,30114,44192,1.47,43,64.5,1.5,4381,394290,90,15,5,0.33,80.5,94.2,1.17,71,61,0.86,11949,5019.78,0.42,5,2.7,0.54,58452.51,96294.67,1.65,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,10. Gadchiroli,2019 - 2020,5349,4814,0.9,50093,55786,1.11,1876,1782.2,0.95,6702,20194,3.01,13539,10778,0.8,35,8,0.23,1,2,2,55,29,0.53,1257,845,0.67,54.5,46.33,0.85,404,266,0.66,1438,2733,1.9,2571,3824,1.49,646,897,1.39,54,11,0.2,53,9.61,0.18,255,37,0.15,14251,5408,0.38,668,434.2,0.65,366,347.7,0.95,200,205.02,1.03,14,4,0.29,123,24.6,0.2,705,199,0.28,27,17.15,0.64,36,15,0.42,1379,1472,1.07,705,199,0.28,171267,291081,1.7,9130,21176,2.32,332,40,0.12,48,15,0.31,20,4,0.2,104,239,2.3,43,64.5,1.5,14,949,67.79,15,5,0.33,80.5,94.2,1.17,71,61,0.86,92,23,0.25,5,2.7,0.54,607,436,0.72,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,10. Gadchiroli,2020 - 2021,5617.79,8394.11,1.49,50093,55786,1.11,1876,1782.2,0.95,6900,17300,2.51,13654.15,6974.77,0.51,35,8,0.23,1,1.49,1.49,15.71,8.53,0.54,1324.91,938.15,0.71,54.5,46.33,0.85,867.48,191.8,0.22,1528.06,5218.94,3.42,3338.74,4306.72,1.29,786.36,1226.57,1.56,36.17,12.28,0.34,53,9.61,0.18,255,37,0.15,14441.13,3104.84,0.21,42.75,8.76,0.2,366,347.7,0.95,200,205.02,1.03,212.4,194.77,0.92,123,24.6,0.2,1063.94,299.86,0.28,45,31.12,0.69,16.6,4.71,0.28,1379,1472,1.07,705,199,0.28,171321.16,273230.69,1.59,10043,25221.89,2.51,332.13,65.9,0.2,36.68,18.34,0.5,20,4,0.2,95.27,52.61,0.55,43,64.5,1.5,14,949,67.79,15,5,0.33,80.5,94.2,1.17,71,61,0.86,102.6,29.96,0.29,5,2.7,0.54,570.94,353.87,0.62,911.5,798.42,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,10. Gadchiroli,2021 - 2022,5362.21,6396.58,1.19,50093,55786,1.11,1876,1782.2,0.95,7200,17100,2.38,16601.69,7862.06,0.47,12.05,13.3,1.1,5,10.01,2,7.86,4.72,0.6,2192.62,1814.81,0.83,54.5,46.33,0.85,671.64,180.94,0.27,1205.58,3558.28,2.95,3071.89,6685.97,2.18,910.66,1420.45,1.56,35.25,17.42,0.49,192.9,35.53,0.18,255,37,0.15,14498.3,3189.63,0.22,42.75,8.76,0.2,366,347.7,0.95,200,205.02,1.03,1.5,0.4,0.27,7,1,0.14,1098.89,296.17,0.27,45,31.12,0.69,5.2,1.48,0.28,1379,1472,1.07,705,199,0.28,175277.08,266085.07,1.52,15321.14,35246.28,2.3,333.12,45.54,0.14,119.2,58.11,0.49,20,4,0.2,3.09,4.33,1.4,6,3.6,0.6,14,949,67.79,15,5,0.33,80.5,94.2,1.17,71,61,0.86,49.83,19.75,0.4,3.7,1.99,0.54,598.59,660,1.1,1236.5,1016.16,0.82,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,10. Gadchiroli,2022 - 2023,5224,5729,1.1,50093,55786,1.11,1876,1782.2,0.95,7106.81,16612.8,2.34,5481.63,2722.01,0.5,4,2.62,0.65,5,10.01,2,7.86,3.51,0.45,2055.4,2846.5,1.38,54.5,46.33,0.85,833.89,190.54,0.23,810,2419,2.99,5528.63,10929.79,1.98,1111.48,1722.08,1.55,10.19,3.86,0.38,94.1,17.33,0.18,255,37,0.15,14014.13,3503.53,0.25,42.75,8.76,0.2,9,3.6,0.4,200,205.02,1.03,148,65.65,0.44,43,16.77,0.39,1330.89,413.81,0.31,45,31.12,0.69,5.2,1.48,0.28,1379,1472,1.07,705,199,0.28,178684.75,321665.03,1.8,10724.8,24259.28,2.26,325.32,72.42,0.22,266.1,89.14,0.34,20,4,0.2,15,25,1.67,0.4,0.24,0.6,14,949,67.79,15,5,0.33,9,4.18,0.46,71,61,0.86,51.79,23.88,0.46,2.7,1.46,0.54,438.04,579.62,1.32,461.5,404.25,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,11. Gondia,2019 - 2020,5868,4107,0.7,50093,55786,1.11,1876,1782.2,0.95,2,5,2.5,8743,3429,0.39,2,0.5,0.25,5,10.01,0,7.86,3.51,0.45,2055.4,2846.5,1.38,54.5,46.33,0.85,1330,347,0.26,5,2,0.4,19,15,0.79,206,247,1.2,8,3,0.38,94.1,17.33,0.18,255,37,0.15,9551,4508,0.47,42.75,8.76,0.2,9,3.6,0.4,200,205.02,1.03,112,53,0.47,43,16.77,0.39,92,35,0.38,45,31.12,0.69,230,64,0.28,1379,1472,1.07,92,35,0.38,151992,302721,1.99,40835,106718,2.61,1302,169,0.13,84,89.14,0,20,4,0.2,15,25,1.67,0.4,0.24,0.6,1030,76838,74.6,15,5,0.33,9,4.18,0.46,71,61,0.86,20,10,0.5,2.7,1.46,0.54,3032,1690,0.56,461.5,404.25,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,11. Gondia,2020 - 2021,5985.11,8942.95,1.49,50093,55786,1.11,1876,1782.2,0.95,2,5,2.5,7229.59,5143.47,0.71,2,1.82,0.91,5,10.01,0,7.86,3.51,0.45,89.6,29.76,0.33,54.5,46.33,0.85,2283.07,453.43,0.2,8.33,28.46,3.42,561,723.65,1.29,375.76,343.73,0.91,7.07,2.4,0.34,94.1,17.33,0.18,255,37,0.15,9766.65,4551.26,0.47,42.75,8.76,0.2,12.5,3.2,0.26,200,205.02,1.03,439.5,310.73,0.71,1,0.29,0.29,535.05,203.32,0.38,45,31.12,0.69,17,6.55,0.39,1379,1472,1.07,92,35,0.38,152861.58,300671.33,1.97,52759.76,172014.62,3.26,1334.7,264.8,0.2,66.17,9.3,0.14,20,4,0.2,15,25,1.67,0.4,0.24,0.6,1030,76838,74.6,15,5,0.33,7,4.19,0.6,71,61,0.86,25.87,7.56,0.29,2.7,1.46,0.54,2635.42,2008.73,0.76,461.5,404.25,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,11. Gondia,2021 - 2022,5860.25,6990.7,1.19,50093,55786,1.11,1876,1782.2,0.95,8,22,2.75,7235.06,4290.03,0.59,2,2.21,1.1,9,16.95,1.88,7.86,3.51,0.45,149.8,121.2,0.81,54.5,46.33,0.85,2065.34,420.3,0.2,2.89,8.53,2.95,895.25,1948.51,2.18,375.76,217.94,0.58,4.93,2.44,0.49,482.7,88.91,0.18,255,37,0.15,9002.5,4249.18,0.47,42.75,8.76,0.2,16.3,7.11,0.44,200,205.02,1.03,125,71.75,0.57,1,0.29,0.29,833.3,316.65,0.38,45,31.12,0.69,17,6.55,0.39,1379,1472,1.07,92,35,0.38,153446.3,310499.37,2.02,57946.99,191291.13,3.3,1291.55,176.56,0.14,34.56,16.85,0.49,11,2.11,0.19,15,25,1.67,0.4,0.24,0.6,1030,76838,74.6,15,5,0.33,7,4.19,0.6,71,61,0.86,30.66,12.15,0.4,2.7,1.46,0.54,2415.72,2930,1.21,323.5,265.85,0.82,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Maharashtra,11. Gondia,2022 - 2023,5785,6344,1.1,50093,55786,1.11,1876,1782.2,0.95,8,22,2.75,7283.59,5660.01,0.78,2,2.21,1.1,9,16.95,1.88,7.86,3.51,0.45,356.7,321.6,0.9,54.5,46.33,0.85,1550.03,116.56,0.08,3,9,3,1853.8,3664.86,1.98,556.12,530.84,0.95,5.16,1.95,0.38,87,16.03,0.18,255,37,0.15,8421.41,4040,0.48,42.75,8.76,0.2,4.5,1.75,0.39,200,205.02,1.03,83.5,45.58,0.55,1,0.29,0.29,1506.34,518.18,0.34,45,31.12,0.69,17,6.55,0.39,1379,1472,1.07,92,35,0.38,190841.17,489692.62,2.57,75331.09,237997.28,3.16,920.01,204.81,0.22,26.26,8.8,0.33,2,0.4,0.2,15,25,1.67,6,3.6,0.6,1728,105632.64,61.13,15,5,0.33,7,4.19,0.6,8,7,0.88,24.45,11.27,0.46,2.7,1.46,0.54,2603.49,2911.74,1.12,565.8,495.61,0.88,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
